type,product_internal_id,product_sku,product_name,product_price,product_compare_to_price,product_is_inventory_tracked,product_quantity,product_quantity_out_of_stock_behaviour,product_low_stock_notification_quantity,product_quantity_minimum_allowed_for_purchase,product_quantity_maximum_allowed_for_purchase,product_is_available,product_media_main_image_url,product_media_main_image_alt,product_media_gallery_image_url_1,product_media_gallery_image_alt_1,product_media_gallery_image_url_2,product_media_gallery_image_alt_2,product_media_gallery_image_url_3,product_media_gallery_image_alt_3,product_media_gallery_image_url_4,product_media_gallery_image_alt_4,product_media_gallery_image_url_5,product_media_gallery_image_alt_5,product_media_gallery_image_url_6,product_media_gallery_image_alt_6,product_media_gallery_image_url_7,product_media_gallery_image_alt_7,product_media_gallery_image_url_8,product_media_gallery_image_alt_8,product_media_gallery_image_url_9,product_media_gallery_image_alt_9,product_media_gallery_image_url_10,product_media_gallery_image_alt_10,product_media_gallery_image_url_11,product_media_gallery_image_alt_11,product_media_gallery_image_url_12,product_media_gallery_image_alt_12,product_media_gallery_image_url_13,product_media_gallery_image_alt_13,product_media_gallery_image_url_14,product_media_gallery_image_alt_14,product_media_gallery_image_url_15,product_media_gallery_image_alt_15,product_media_gallery_image_url_16,product_media_gallery_image_alt_16,product_media_gallery_image_url_17,product_media_gallery_image_alt_17,product_description,product_category_1,product_category_2,product_category_3,product_is_featured,product_is_featured_order_by,product_brand,product_upc,product_weight,product_is_shipping_required,product_length,product_width,product_height,product_shipping_preparation_time_for_shipping_in_days,product_shipping_preparation_time_for_pickup_in_minutes,product_shipping_preparation_time_for_local_delivery_in_minutes,product_shipping_preparation_time_for_preorders_in_days,product_shipping_show_delivery_date_on_the_product_page,product_shipping_type,product_shipping_fixed_rate,product_shipping_method_markup,product_shipping_white_list,product_shipping_black_list,product_tax_class_code,product_battery_included,product_seo_title,product_seo_description,product_related_item_ids,product_related_item_skus,product_related_items_random,product_related_items_random_category,product_related_items_random_number_of_items,product_custom_price_enabled,product_subscription_enabled,product_subscription_one_time_purchase_enabled,product_subscription_one_time_purchase_price,product_subscription_price_with_signup_fee,product_subscription_recurring_interval,product_subscription_recurring_interval_count,product_google_product_category_code,product_option_name,product_option_type,product_option_is_required,product_option_value,product_option_markup,product_option_is_default_option_selection,product_option_swatch_hex_value,product_option_swatch_image,product_option_swatch_selector_is_image,category_internal_id,category_path,category_is_available,category_description,category_seo_title,category_seo_description,category_image,category_image_alt,category_order_by,source_store_id,url
product,771628958,10073,Aqua Dream 175 Gallon Tempered Glass Aquarium Red and Gold,3899.99,,FALSE,0,SHOW,1,,,TRUE,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081733388.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081754360.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081716685.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081754365.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713961.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713966.webp,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>?Once you checkout, rest assured you just bought one of, if not, the best product in our industry.</p><p>?We will notify you via email, text, and phone if needed or if it's a custom or unique order.</p><p>?We will prepare the product, ship it within 1 business day, and notify you.</p><p>?Once delivered, we will communicate to see if you received it in good condition.</p>",Aquatic / Aquarium Equipment,New Items,,TRUE,96,,,0,TRUE,0,0,0,,,,,FALSE,FREE_SHIPPING,0,0,,,default,FALSE,Aqua Dream 175 Gallon Tempered Glass Aquarium Red and Gold,"?Once you checkout, rest assured you just bought one of, if not, the best product in our industry. ?We will notify you via email, text, and phone if needed or if it's a custom or unique order. ?We will prepare the product, ship it within 1 business day, and notify you. ?Once delivered, we will…",,,FALSE,,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,116574270,https://www.sierrafishandpets.com/store/Aqua-Dream-175-Gallon-Tempered-Glass-Aquarium-Red-and-Gold-p771628958
product,771625712,10072,Aqua Dream 175 Gallon Tempered Glass Aquarium White and Gold,3899.99,,FALSE,0,SHOW,1,,,TRUE,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081716660.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713946.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081754340.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081754345.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081754350.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081754355.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713951.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081716665.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081733373.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081733378.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081733383.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081716670.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713956.webp,,,,,,,,,,,,"<p>?Once you checkout, rest assured you just bought one of, if not, the best product in our industry.</p><p>?We will notify you via email, text, and phone if needed or if it's a custom or unique order.</p><p>?We will prepare the product, ship it within 1 business day, and notify you.</p><p>?Once delivered, we will communicate to see if you received it in good condition.</p>",Aquatic / Aquarium Equipment,New Items,,TRUE,95,,,0,TRUE,0,0,0,,,,,FALSE,FREE_SHIPPING,0,0,,,default,FALSE,Aqua Dream 175 Gallon Tempered Glass Aquarium White and Gold,"?Once you checkout, rest assured you just bought one of, if not, the best product in our industry. ?We will notify you via email, text, and phone if needed or if it's a custom or unique order. ?We will prepare the product, ship it within 1 business day, and notify you. ?Once delivered, we will…",,,FALSE,,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,116574270,https://www.sierrafishandpets.com/store/Aqua-Dream-175-Gallon-Tempered-Glass-Aquarium-White-and-Gold-p771625712
product,771628949,10069,Aqua Dream 200 Gallon Tempered Glass Aquarium Darkwood,4199.99,,FALSE,0,SHOW,1,,,TRUE,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081754310.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081754315.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713892.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713897.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081733338.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081716615.webp,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>?Once you checkout, rest assured you just bought one of, if not, the best product in our industry.</p><p>?We will notify you via email, text, and phone if needed or if it's a custom or unique order.</p><p>?We will prepare the product, ship it within 1 business day, and notify you.</p><p>?Once delivered, we will communicate to see if you received it in good condition.</p>",Aquatic / Aquarium Equipment,New Items,,TRUE,92,,,0,TRUE,0,0,0,,,,,FALSE,FREE_SHIPPING,0,0,,,default,FALSE,Aqua Dream 200 Gallon Tempered Glass Aquarium Darkwood,"?Once you checkout, rest assured you just bought one of, if not, the best product in our industry. ?We will notify you via email, text, and phone if needed or if it's a custom or unique order. ?We will prepare the product, ship it within 1 business day, and notify you. ?Once delivered, we will…",,,FALSE,,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,116574270,https://www.sierrafishandpets.com/store/Aqua-Dream-200-Gallon-Tempered-Glass-Aquarium-Darkwood-p771628949
product,771628948,10068,Aqua Dream 200 Gallon Tempered Glass Aquarium Redwood,4199.99,,FALSE,0,SHOW,1,,,TRUE,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713867.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081754285.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081716600.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081754290.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081754295.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081733323.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081733328.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081716610.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713872.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713877.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081754300.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081733333.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081754305.webp,,,,,,,,,,,,"<p>?Once you checkout, rest assured you just bought one of, if not, the best product in our industry.</p><p>?We will notify you via email, text, and phone if needed or if it's a custom or unique order.</p><p>?We will prepare the product, ship it within 1 business day, and notify you.</p><p>?Once delivered, we will communicate to see if you received it in good condition.</p>",Aquatic / Aquarium Equipment,New Items,,TRUE,91,,,0,TRUE,0,0,0,,,,,FALSE,FREE_SHIPPING,0,0,,,default,FALSE,Aqua Dream 200 Gallon Tempered Glass Aquarium Redwood,"?Once you checkout, rest assured you just bought one of, if not, the best product in our industry. ?We will notify you via email, text, and phone if needed or if it's a custom or unique order. ?We will prepare the product, ship it within 1 business day, and notify you. ?Once delivered, we will…",,,FALSE,,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,116574270,https://www.sierrafishandpets.com/store/Aqua-Dream-200-Gallon-Tempered-Glass-Aquarium-Redwood-p771628948
product,771625710,10067,Aqua Dream 200 Gallon Tempered Glass Aquarium White and Silver with Premium Filtration System,4199.99,,FALSE,0,SHOW,1,,,TRUE,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081754265.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081733291.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081733296.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713833.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081716570.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081754270.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081733301.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081716575.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081716580.webp,,,,,,,,,,,,,,,,,,,,"<p>?Once you checkout, rest assured you just bought one of, if not, the best product in our industry.</p><p>?We will notify you via email, text, and phone if needed or if it's a custom or unique order.</p><p>?We will prepare the product, ship it within 1 business day, and notify you.</p><p>?Once delivered, we will communicate to see if you received it in good condition.</p>",Aquatic / Aquarium Equipment,New Items,,TRUE,90,,,0,TRUE,0,0,0,,,,,FALSE,FREE_SHIPPING,0,0,,,default,FALSE,Aqua Dream 200 Gallon Tempered Glass Aquarium White and Silver with Premium Filtration System,"?Once you checkout, rest assured you just bought one of, if not, the best product in our industry. ?We will notify you via email, text, and phone if needed or if it's a custom or unique order. ?We will prepare the product, ship it within 1 business day, and notify you. ?Once delivered, we will…",,,FALSE,,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,116574270,https://www.sierrafishandpets.com/store/Aqua-Dream-200-Gallon-Tempered-Glass-Aquarium-White-and-Silver-with-Premium-Filtration-System-p771625710
product,771625709,10065,Aqua Dream 220 Gallon Tempered Glass Aquarium White and Gold,4499.99,,FALSE,0,SHOW,1,,,TRUE,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713803.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081733276.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713808.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666225.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081733281.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666230.webp,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>?Once you checkout, rest assured you just bought one of, if not, the best product in our industry.</p><p>?We will notify you via email, text, and phone if needed or if it's a custom or unique order.</p><p>?We will prepare the product, ship it within 1 business day, and notify you.</p><p>?Once delivered, we will communicate to see if you received it in good condition.</p>",Aquatic / Aquarium Equipment,New Items,,TRUE,88,,,0,TRUE,0,0,0,,,,,FALSE,FREE_SHIPPING,0,0,,,default,FALSE,Aqua Dream 220 Gallon Tempered Glass Aquarium White and Gold,"?Once you checkout, rest assured you just bought one of, if not, the best product in our industry. ?We will notify you via email, text, and phone if needed or if it's a custom or unique order. ?We will prepare the product, ship it within 1 business day, and notify you. ?Once delivered, we will…",,,FALSE,,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,116574270,https://www.sierrafishandpets.com/store/Aqua-Dream-220-Gallon-Tempered-Glass-Aquarium-White-and-Gold-p771625709
product,771625707,10061,Aqua Dream 230 Gallon Tempered Glass Aquarium Black Premium,4699.99,,FALSE,0,SHOW,1,,,TRUE,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081667241.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081667246.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666180.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668201.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713768.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081716501.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713773.webp,,,,,,,,,,,,,,,,,,,,,,,,"<p>?Once you checkout, rest assured you just bought one of, if not, the best product in our industry.</p><p>?We will notify you via email, text, and phone if needed or if it's a custom or unique order.</p><p>?We will prepare the product, ship it within 1 business day, and notify you.</p><p>?Once delivered, we will communicate to see if you received it in good condition.</p>",Aquatic / Aquarium Equipment,New Items,,TRUE,84,,,0,TRUE,0,0,0,,,,,FALSE,FREE_SHIPPING,0,0,,,default,FALSE,Aqua Dream 230 Gallon Tempered Glass Aquarium Black Premium,"?Once you checkout, rest assured you just bought one of, if not, the best product in our industry. ?We will notify you via email, text, and phone if needed or if it's a custom or unique order. ?We will prepare the product, ship it within 1 business day, and notify you. ?Once delivered, we will…",,,FALSE,,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,116574270,https://www.sierrafishandpets.com/store/Aqua-Dream-230-Gallon-Tempered-Glass-Aquarium-Black-Premium-p771625707
product,771625708,10062,Aqua Dream 230 Gallon Tempered Glass Aquarium with Premium Filtration,4699.99,,FALSE,0,SHOW,1,,,TRUE,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666185.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081716506.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668221.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668226.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668231.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666190.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668236.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713783.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713788.webp,,,,,,,,,,,,,,,,,,,,"<p>?Once you checkout, rest assured you just bought one of, if not, the best product in our industry.</p><p>?We will notify you via email, text, and phone if needed or if it's a custom or unique order.</p><p>?We will prepare the product, ship it within 1 business day, and notify you.</p><p>?Once delivered, we will communicate to see if you received it in good condition.</p>",Aquatic / Aquarium Equipment,New Items,,TRUE,85,,,0,TRUE,0,0,0,,,,,FALSE,FREE_SHIPPING,0,0,,,default,FALSE,Aqua Dream 230 Gallon Tempered Glass Aquarium with Premium Filtration,"?Once you checkout, rest assured you just bought one of, if not, the best product in our industry. ?We will notify you via email, text, and phone if needed or if it's a custom or unique order. ?We will prepare the product, ship it within 1 business day, and notify you. ?Once delivered, we will…",,,FALSE,,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,116574270,https://www.sierrafishandpets.com/store/Aqua-Dream-230-Gallon-Tempered-Glass-Aquarium-with-Premium-Filtration-p771625708
product,771628937,10063,Aqua Dream 235 Gallon Aquarium: Tempered Glass & Premium Filtration,4699.99,,FALSE,0,SHOW,1,,,TRUE,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666200.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668246.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666205.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081733251.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666210.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>?Once you checkout, rest assured you just bought one of, if not, the best product in our industry.</p><p>?We will notify you via email, text, and phone if needed or if it's a custom or unique order.</p><p>?We will prepare the product, ship it within 1 business day, and notify you.</p><p>?Once delivered, we will communicate to see if you received it in good condition.</p>",Aquatic / Aquarium Equipment,New Items,,TRUE,86,,,0,TRUE,0,0,0,,,,,FALSE,FREE_SHIPPING,0,0,,,default,FALSE,Aqua Dream 235 Gallon Aquarium: Tempered Glass & Premium Filtration,"?Once you checkout, rest assured you just bought one of, if not, the best product in our industry. ?We will notify you via email, text, and phone if needed or if it's a custom or unique order. ?We will prepare the product, ship it within 1 business day, and notify you. ?Once delivered, we will…",,,FALSE,,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,116574270,https://www.sierrafishandpets.com/store/Aqua-Dream-235-Gallon-Aquarium-Tempered-Glass-&-Premium-Filtration-p771628937
product,771628939,10066,Aqua Dream 235 Gallon Tempered Glass Aquarium Premium Silver,4499.99,,FALSE,0,SHOW,1,,,TRUE,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666245.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081716540.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081713818.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081733286.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081716545.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081754250.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081716550.webp,,,,,,,,,,,,,,,,,,,,,,,,"<p>?Once you checkout, rest assured you just bought one of, if not, the best product in our industry.</p><p>?We will notify you via email, text, and phone if needed or if it's a custom or unique order.</p><p>?We will prepare the product, ship it within 1 business day, and notify you.</p><p>?Once delivered, we will communicate to see if you received it in good condition.</p>",Aquatic / Aquarium Equipment,New Items,,TRUE,89,,,0,TRUE,0,0,0,,,,,FALSE,FREE_SHIPPING,0,0,,,default,FALSE,Aqua Dream 235 Gallon Tempered Glass Aquarium Premium Silver,"?Once you checkout, rest assured you just bought one of, if not, the best product in our industry. ?We will notify you via email, text, and phone if needed or if it's a custom or unique order. ?We will prepare the product, ship it within 1 business day, and notify you. ?Once delivered, we will…",,,FALSE,,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,116574270,https://www.sierrafishandpets.com/store/Aqua-Dream-235-Gallon-Tempered-Glass-Aquarium-Premium-Silver-p771628939
product,771630230,10060,Aqua Dream 250 Gallon Tempered Glass Aquarium Black and Gold,5399.99,,FALSE,0,SHOW,1,,,TRUE,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081667226.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668181.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666165.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668993.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081667231.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666170.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668998.webp,,,,,,,,,,,,,,,,,,,,,,,,"<p>?Once you checkout, rest assured you just bought one of, if not, the best product in our industry.</p><p>?We will notify you via email, text, and phone if needed or if it's a custom or unique order.</p><p>?We will prepare the product, ship it within 1 business day, and notify you.</p><p>?Once delivered, we will communicate to see if you received it in good condition.</p>",Aquatic / Aquarium Equipment,New Items,,TRUE,83,,,0,TRUE,0,0,0,,,,,FALSE,FREE_SHIPPING,0,0,,,default,FALSE,Aqua Dream 250 Gallon Tempered Glass Aquarium Black and Gold,"?Once you checkout, rest assured you just bought one of, if not, the best product in our industry. ?We will notify you via email, text, and phone if needed or if it's a custom or unique order. ?We will prepare the product, ship it within 1 business day, and notify you. ?Once delivered, we will…",,,FALSE,,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,116574270,https://www.sierrafishandpets.com/store/Aqua-Dream-250-Gallon-Tempered-Glass-Aquarium-Black-and-Gold-p771630230
product,771627200,10059,Aqua Dream 250 Gallon Tempered Glass Aquarium White and Gold,5399.99,,FALSE,0,SHOW,1,,,TRUE,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666155.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668176.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668973.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668978.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668983.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668988.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666160.webp,,,,,,,,,,,,,,,,,,,,,,,,"<p>?Once you checkout, rest assured you just bought one of, if not, the best product in our industry.</p><p>?We will notify you via email, text, and phone if needed or if it's a custom or unique order.</p><p>?We will prepare the product, ship it within 1 business day, and notify you.</p><p>?Once delivered, we will communicate to see if you received it in good condition.</p>",Aquatic / Aquarium Equipment,New Items,,TRUE,82,,,0,TRUE,0,0,0,,,,,FALSE,FREE_SHIPPING,0,0,,,default,FALSE,Aqua Dream 250 Gallon Tempered Glass Aquarium White and Gold,"?Once you checkout, rest assured you just bought one of, if not, the best product in our industry. ?We will notify you via email, text, and phone if needed or if it's a custom or unique order. ?We will prepare the product, ship it within 1 business day, and notify you. ?Once delivered, we will…",,,FALSE,,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,116574270,https://www.sierrafishandpets.com/store/Aqua-Dream-250-Gallon-Tempered-Glass-Aquarium-White-and-Gold-p771627200
product,771627198,10057,Aqua Dream 260 Gallon Aquarium Black Premium,9999.99,,FALSE,0,SHOW,1,,,TRUE,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666145.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668156.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668953.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668958.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081667201.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081667206.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666150.webp,,,,,,,,,,,,,,,,,,,,,,,,"<p>?Once you checkout, rest assured you just bought one of, if not, the best product in our industry.</p><p>?We will notify you via email, text, and phone if needed or if it's a custom or unique order.</p><p>?We will prepare the product, ship it within 1 business day, and notify you.</p><p>?Once delivered, we will communicate to see if you received it in good condition.</p>",Aquatic / Aquarium Equipment,New Items,,TRUE,80,,,0,TRUE,0,0,0,,,,,FALSE,FREE_SHIPPING,0,0,,,default,FALSE,Aqua Dream 260 Gallon Aquarium Black Premium,"?Once you checkout, rest assured you just bought one of, if not, the best product in our industry. ?We will notify you via email, text, and phone if needed or if it's a custom or unique order. ?We will prepare the product, ship it within 1 business day, and notify you. ?Once delivered, we will…",,,FALSE,,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,116574270,https://www.sierrafishandpets.com/store/Aqua-Dream-260-Gallon-Aquarium-Black-Premium-p771627198
product,771625705,10056,Aqua Dream 400 Gallon Tempered Glass Aquarium Black and Gold,15999.99,,FALSE,0,SHOW,1,,,TRUE,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668136.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666130.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668948.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666135.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668141.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081667186.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081667191.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081667196.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081666140.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668146.webp,,,,,,,,,,,,,,,,,,"<p>?Once you checkout, rest assured you just bought one of, if not, the best product in our industry.</p><p>?We will notify you via email, text, and phone if needed or if it's a custom or unique order.</p><p>?We will prepare the product, ship it within 1 business day, and notify you.</p><p>?Once delivered, we will communicate to see if you received it in good condition.</p>",Aquatic / Aquarium Equipment,New Items,,TRUE,79,,,0,TRUE,0,0,0,,,,,FALSE,FREE_SHIPPING,0,0,,,default,FALSE,Aqua Dream 400 Gallon Tempered Glass Aquarium Black and Gold,"?Once you checkout, rest assured you just bought one of, if not, the best product in our industry. ?We will notify you via email, text, and phone if needed or if it's a custom or unique order. ?We will prepare the product, ship it within 1 business day, and notify you. ?Once delivered, we will…",,,FALSE,,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,116574270,https://www.sierrafishandpets.com/store/Aqua-Dream-400-Gallon-Tempered-Glass-Aquarium-Black-and-Gold-p771625705
product,771630229,10055,Aqua Dream 400 Gallon Tempered Glass Aquarium Set - White Silver,15999.99,,FALSE,0,SHOW,1,,,TRUE,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081667166.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081667171.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081667176.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668121.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668126.webp,,https://d2j6dbq0eux0bg.cloudfront.net/images/116574270/5081668938.webp,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>?Once you checkout, rest assured you just bought one of, if not, the best product in our industry.</p><p>?We will notify you via email, text, and phone if needed or if it's a custom or unique order.</p><p>?We will prepare the product, ship it within 1 business day, and notify you.</p><p>?Once delivered, we will communicate to see if you received it in good condition.</p>",Aquatic / Aquarium Equipment,New Items,,TRUE,78,,,0,TRUE,0,0,0,,,,,FALSE,FREE_SHIPPING,0,0,,,default,FALSE,Aqua Dream 400 Gallon Tempered Glass Aquarium Set - White Silver,"?Once you checkout, rest assured you just bought one of, if not, the best product in our industry. ?We will notify you via email, text, and phone if needed or if it's a custom or unique order. ?We will prepare the product, ship it within 1 business day, and notify you. ?Once delivered, we will…",,,FALSE,,5,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,116574270,https://www.sierrafishandpets.com/store/Aqua-Dream-400-Gallon-Tempered-Glass-Aquarium-Set-White-Silver-p771630229
